ResponseID,Q,Q_group,A
r00023,Q6,G1,Maybe
r00023,Q8,G3,Maybe
r00023,Q40,G1,Maybe
r00023,Q11,G1,N/A
r00023,Q41,G2,Maybe
r00023,Q37,,Maybe
r00023,Q3,G5,Maybe
r00023,Q1,G2,Maybe
r00023,Q16,,Maybe
r00023,Q35,G6,Maybe
r00023,Q25,,No
r00023,Q4,,Others
r00023,Q23,G2,No
r00023,Q19,G2,Others
r00023,Q31,G2,Yes
r00023,Q33,G3,Maybe
r00023,Q14,G5,Maybe
r00023,Q32,G3,Yes
r00023,Q38,G3,Maybe
r00023,Q13,G4,Maybe
r00023,Q27,G4,Often
r00024,Q34,G1,Others
r00024,Q42,G1,Others
r00024,Q20,G3,Others
r00024,Q39,G1,Others
r00024,Q5,G1,Others
r00024,Q22,G4,Others
r00024,Q17,G2,Others
r00024,Q24,,Others
r00024,Q29,G5,Others
r00024,Q21,G2,Others
r00024,Q36,,Others
r00024,Q30,G3,Others
r00024,Q7,G1,Yes
r00024,Q2,G1,Maybe
r00024,Q15,G2,N/A
r00024,Q12,G6,Others
r00024,Q26,G2,N/A
r00024,Q28,G6,N/A
r00024,Q18,G4,N/A
r00024,Q10,G4,Others
r00024,Q9,G1,N/A
r00024,Q6,G1,No
r00024,Q8,G3,No
r00024,Q40,G1,No
r00024,Q11,G1,N/A
r00024,Q41,G2,Maybe
r00024,Q37,,Maybe
r00024,Q3,G5,Maybe
r00024,Q1,G2,Maybe
r00024,Q16,,N/A
r00024,Q35,G6,Maybe
r00024,Q25,,Maybe
r00024,Q4,,Others
r00024,Q23,G2,Maybe
r00024,Q19,G2,Others
r00024,Q31,G2,Maybe
r00024,Q33,G3,No
r00024,Q14,G5,N/A
r00024,Q32,G3,Others
r00024,Q38,G3,Others
r00024,Q13,G4,N/A
r00024,Q27,G4,N/A
r00025,Q34,G1,Yes
r00025,Q42,G1,Yes
r00025,Q20,G3,N/A
r00025,Q39,G1,Yes
r00025,Q5,G1,Yes
r00025,Q22,G4,Yes
r00025,Q17,G2,No
r00025,Q24,,No
r00025,Q29,G5,Maybe
r00025,Q21,G2,Maybe
r00025,Q36,,Yes
r00025,Q30,G3,No
r00025,Q7,G1,Others
r00025,Q2,G1,Others
r00025,Q15,G2,Others
r00025,Q12,G6,Others
r00025,Q26,G2,Others
r00025,Q28,G6,Others
r00025,Q18,G4,Others
r00025,Q10,G4,Others
r00025,Q9,G1,Others
r00025,Q6,G1,Others
r00025,Q8,G3,Others
r00025,Q40,G1,Others
r00025,Q11,G1,Others
r00025,Q41,G2,Others
r00025,Q37,,Others
r00025,Q3,G5,Others
r00025,Q1,G2,Others
r00025,Q16,,Others
r00025,Q35,G6,Others
r00025,Q25,,Maybe
r00025,Q4,,Others
r00025,Q23,G2,Maybe
r00025,Q19,G2,Others
r00025,Q31,G2,Maybe
r00025,Q33,G3,No
r00025,Q14,G5,Yes
r00025,Q32,G3,Maybe
r00025,Q38,G3,No
r00025,Q13,G4,N/A
r00025,Q27,G4,N/A
r00026,Q34,G1,No
r00026,Q42,G1,No
r00026,Q20,G3,No
r00026,Q39,G1,No
r00026,Q5,G1,N/A
r00026,Q22,G4,No
r00026,Q17,G2,Yes
r00026,Q24,,Yes
r00026,Q29,G5,No
r00026,Q21,G2,No
r00026,Q36,,No
r00026,Q30,G3,No
r00026,Q7,G1,Others
r00026,Q2,G1,Others
r00026,Q15,G2,Others
r00026,Q12,G6,Others
r00026,Q26,G2,Others
r00026,Q28,G6,Others
r00026,Q18,G4,Others
r00026,Q10,G4,Others
r00026,Q9,G1,No
r00026,Q6,G1,Maybe
r00026,Q8,G3,Maybe
r00026,Q40,G1,No
r00026,Q11,G1,N/A
r00026,Q41,G2,Maybe
r00026,Q37,,Maybe
r00026,Q3,G5,No
r00026,Q1,G2,N/A
r00026,Q16,,Maybe
r00026,Q35,G6,No
r00026,Q25,,No
r00026,Q4,,Others
r00026,Q23,G2,Maybe
r00026,Q19,G2,Others
r00026,Q31,G2,Yes
r00026,Q33,G3,Yes
r00026,Q14,G5,Maybe
r00026,Q32,G3,Maybe
r00026,Q38,G3,Yes
r00026,Q13,G4,Rare
r00026,Q27,G4,Often
r00027,Q34,G1,N/A
r00027,Q42,G1,No
r00027,Q20,G3,No
r00027,Q39,G1,No
r00027,Q5,G1,N/A
r00027,Q22,G4,Maybe
r00027,Q17,G2,No
r00027,Q24,,No
r00027,Q29,G5,No
r00027,Q21,G2,No
r00027,Q36,,N/A
r00027,Q30,G3,No
r00027,Q7,G1,Others
r00027,Q2,G1,Others
r00027,Q15,G2,Others
r00027,Q12,G6,Others
r00027,Q26,G2,Others
r00027,Q28,G6,Others
r00027,Q18,G4,Others
r00027,Q10,G4,Others
r00027,Q9,G1,No
r00027,Q6,G1,N/A
r00027,Q8,G3,No
r00027,Q40,G1,No
r00027,Q11,G1,N/A
r00027,Q41,G2,N/A
r00027,Q37,,Maybe
r00027,Q3,G5,No
r00027,Q1,G2,No
r00027,Q16,,No
r00027,Q35,G6,Maybe
r00027,Q25,,Maybe
r00027,Q4,,Others
r00027,Q23,G2,No
r00027,Q19,G2,Others
r00027,Q31,G2,Yes
r00027,Q33,G3,Yes
r00027,Q14,G5,Maybe
r00027,Q32,G3,Maybe
r00027,Q38,G3,No
r00027,Q13,G4,Maybe
r00027,Q27,G4,Often
r00028,Q34,G1,N/A
r00028,Q42,G1,No
r00028,Q20,G3,Yes
r00028,Q39,G1,Yes
r00028,Q5,G1,N/A
r00028,Q22,G4,Neutral
r00028,Q17,G2,Maybe
r00028,Q24,,No
r00028,Q29,G5,Maybe
r00028,Q21,G2,Maybe
r00028,Q36,,N/A
r00028,Q30,G3,Yes
r00028,Q7,G1,Others
r00028,Q2,G1,Others
r00028,Q15,G2,Others
r00028,Q12,G6,Others
r00028,Q26,G2,Others
r00028,Q28,G6,Others
r00028,Q18,G4,Others
r00028,Q10,G4,Others
r00028,Q9,G1,N/A
r00028,Q6,G1,No
r00028,Q8,G3,No
r00028,Q40,G1,No
r00028,Q11,G1,N/A
r00028,Q41,G2,Maybe
r00028,Q37,,Maybe
r00028,Q3,G5,No
r00028,Q1,G2,No
r00028,Q16,,No
r00028,Q35,G6,Yes
r00028,Q25,,Maybe
r00028,Q4,,Others
r00028,Q23,G2,No
r00028,Q19,G2,Others
r00028,Q31,G2,Yes
r00028,Q33,G3,No
r00028,Q14,G5,Neutral
r00028,Q32,G3,Yes
r00028,Q38,G3,Yes
r00028,Q13,G4,Maybe
r00028,Q27,G4,Often
r00029,Q34,G1,N/A
r00029,Q42,G1,Others
r00029,Q20,G3,No
r00029,Q39,G1,No
r00029,Q5,G1,Yes
r00029,Q22,G4,Maybe
r00029,Q17,G2,No
r00029,Q24,,No
r00029,Q29,G5,Yes
r00029,Q21,G2,Yes
r00029,Q36,,Yes
r00029,Q30,G3,No
r00029,Q7,G1,Others
r00029,Q2,G1,Others
r00029,Q15,G2,Others
r00029,Q12,G6,Others
r00029,Q26,G2,Others
r00029,Q28,G6,Others
r00029,Q18,G4,Others
r00029,Q10,G4,Others
r00029,Q9,G1,No
r00029,Q6,G1,N/A
r00029,Q8,G3,No
r00029,Q40,G1,No
r00029,Q11,G1,N/A
r00029,Q41,G2,Maybe
r00029,Q37,,Maybe
r00029,Q3,G5,No
r00029,Q1,G2,No
r00029,Q16,,No
r00029,Q35,G6,Maybe
r00029,Q25,,No
r00029,Q4,,Others
r00029,Q23,G2,No
r00029,Q19,G2,Others
r00029,Q31,G2,Yes
r00029,Q33,G3,Yes
r00029,Q14,G5,Maybe
r00029,Q32,G3,Yes
r00029,Q38,G3,Maybe
r00029,Q13,G4,Maybe
r00029,Q27,G4,Often
r00030,Q34,G1,N/A
r00030,Q42,G1,Yes
r00030,Q20,G3,No
r00030,Q39,G1,No
r00030,Q5,G1,N/A
r00030,Q22,G4,Maybe
r00030,Q17,G2,Maybe
r00030,Q24,,No
r00030,Q29,G5,Maybe
r00030,Q21,G2,Maybe
r00030,Q36,,No
r00030,Q30,G3,No
r00030,Q7,G1,Others
r00030,Q2,G1,Others
r00030,Q15,G2,Others
r00030,Q12,G6,Others
r00030,Q26,G2,Others
r00030,Q28,G6,Others
r00030,Q18,G4,Others
r00030,Q10,G4,Others
r00030,Q9,G1,Others
r00030,Q6,G1,Others
r00030,Q8,G3,Others
r00030,Q40,G1,Others
r00030,Q11,G1,Others
r00030,Q41,G2,Others
r00030,Q37,,Others
r00030,Q3,G5,Others
r00030,Q1,G2,Others
r00030,Q16,,Others
r00030,Q35,G6,Others
r00030,Q25,,Maybe
r00030,Q4,,Others
r00030,Q23,G2,Maybe
r00030,Q19,G2,Others
r00030,Q31,G2,Yes
r00030,Q33,G3,Maybe
r00030,Q14,G5,Yes
r00030,Q32,G3,Maybe
r00030,Q38,G3,No
r00030,Q13,G4,Rare
r00030,Q27,G4,Often
r00031,Q34,G1,Yes
r00031,Q42,G1,Yes
r00031,Q20,G3,No
r00031,Q39,G1,Yes
r00031,Q5,G1,Yes
r00031,Q22,G4,Yes
r00031,Q17,G2,No
r00031,Q24,,No
r00031,Q29,G5,Yes
r00031,Q21,G2,Yes
r00031,Q36,,Yes
r00031,Q30,G3,No
r00031,Q7,G1,Others
r00031,Q2,G1,Others
r00031,Q15,G2,Others
r00031,Q12,G6,Others
r00031,Q26,G2,Others
r00031,Q28,G6,Others
r00031,Q18,G4,Others
r00031,Q10,G4,Others
r00031,Q9,G1,Maybe
r00031,Q6,G1,Yes
r00031,Q8,G3,No
r00031,Q40,G1,Maybe
r00031,Q11,G1,Yes
r00031,Q41,G2,No
r00031,Q37,,No
r00031,Q3,G5,Yes
r00031,Q1,G2,N/A
r00031,Q16,,Yes
r00031,Q35,G6,No
r00031,Q25,,No
r00031,Q4,,Others
r00031,Q23,G2,No
r00031,Q19,G2,Others
r00031,Q31,G2,No
r00031,Q33,G3,No
r00031,Q14,G5,Yes
r00031,Q32,G3,No
r00031,Q38,G3,Others
r00031,Q13,G4,Often
r00031,Q27,G4,Maybe
r00032,Q34,G1,N/A
r00032,Q42,G1,N/A
r00032,Q20,G3,No
r00032,Q39,G1,No
r00032,Q5,G1,N/A
r00032,Q22,G4,Yes
r00032,Q17,G2,Maybe
r00032,Q24,,No
r00032,Q29,G5,No
r00032,Q21,G2,Maybe
r00032,Q36,,No
r00032,Q30,G3,No
r00032,Q7,G1,Others
r00032,Q2,G1,Others
r00032,Q15,G2,Others
r00032,Q12,G6,Others
r00032,Q26,G2,Others
r00032,Q28,G6,Others
r00032,Q18,G4,Others
r00032,Q10,G4,Others
r00032,Q9,G1,Others
r00032,Q6,G1,Others
r00032,Q8,G3,Others
r00032,Q40,G1,Others
r00032,Q11,G1,Others
r00032,Q41,G2,Others
r00032,Q37,,Others
r00032,Q3,G5,Others
r00032,Q1,G2,Others
r00032,Q16,,Others
r00032,Q35,G6,Others
r00032,Q25,,No
r00032,Q4,,Others
r00032,Q23,G2,No
r00032,Q19,G2,Others
r00032,Q31,G2,Maybe
r00032,Q33,G3,Maybe
r00032,Q14,G5,Maybe
r00032,Q32,G3,No
r00032,Q38,G3,Others
r00032,Q13,G4,Rare
r00032,Q27,G4,Often
r00033,Q34,G1,Others
r00033,Q42,G1,Others
r00033,Q20,G3,Others
r00033,Q39,G1,Others
r00033,Q5,G1,Others
r00033,Q22,G4,Others
r00033,Q17,G2,Others
r00033,Q24,,Others
r00033,Q29,G5,Others
r00033,Q21,G2,Others
r00033,Q36,,Others
r00033,Q30,G3,Others
r00033,Q7,G1,No
r00033,Q2,G1,No
r00033,Q15,G2,No
r00033,Q12,G6,No
r00033,Q26,G2,Maybe
r00033,Q28,G6,N/A
r00033,Q18,G4,Yes
r00033,Q10,G4,Rare
r00033,Q9,G1,Maybe
r00033,Q6,G1,No
r00033,Q8,G3,No
r00033,Q40,G1,No
r00033,Q11,G1,N/A
r00033,Q41,G2,N/A
r00033,Q37,,Maybe
r00033,Q3,G5,Maybe
r00033,Q1,G2,Yes
r00033,Q16,,N/A
r00033,Q35,G6,No
r00033,Q25,,No
r00033,Q4,,Others
r00033,Q23,G2,Maybe
r00033,Q19,G2,Others
r00033,Q31,G2,Maybe
r00033,Q33,G3,Maybe
r00033,Q14,G5,Maybe
r00033,Q32,G3,No
r00033,Q38,G3,Others
r00033,Q13,G4,N/A
r00033,Q27,G4,N/A
r00034,Q34,G1,Yes
r00034,Q42,G1,N/A
r00034,Q20,G3,No
r00034,Q39,G1,N/A
r00034,Q5,G1,Yes
r00034,Q22,G4,Yes
r00034,Q17,G2,No
r00034,Q24,,No
r00034,Q29,G5,Maybe
r00034,Q21,G2,Yes
r00034,Q36,,Yes
r00034,Q30,G3,No
r00034,Q7,G1,Others
r00034,Q2,G1,Others
r00034,Q15,G2,Others
r00034,Q12,G6,Others
r00034,Q26,G2,Others
r00034,Q28,G6,Others
r00034,Q18,G4,Others
r00034,Q10,G4,Others
r00034,Q9,G1,No
r00034,Q6,G1,N/A
r00034,Q8,G3,No
r00034,Q40,G1,No
r00034,Q11,G1,N/A
r00034,Q41,G2,Maybe
r00034,Q37,,Maybe
r00034,Q3,G5,No
r00034,Q1,G2,No
r00034,Q16,,No
r00034,Q35,G6,No
r00034,Q25,,Yes
r00034,Q4,,Others
r00034,Q23,G2,Yes
r00034,Q19,G2,Others
r00034,Q31,G2,No
r00034,Q33,G3,No
r00034,Q14,G5,Maybe
r00034,Q32,G3,Maybe
r00034,Q38,G3,No
r00034,Q13,G4,N/A
r00034,Q27,G4,Maybe
r00035,Q34,G1,No
r00035,Q42,G1,No
r00035,Q20,G3,No
r00035,Q39,G1,Yes
r00035,Q5,G1,N/A
r00035,Q22,G4,Maybe
r00035,Q17,G2,Maybe
r00035,Q24,,No
r00035,Q29,G5,No
r00035,Q21,G2,No
r00035,Q36,,N/A
r00035,Q30,G3,Yes
r00035,Q7,G1,Others
r00035,Q2,G1,Others
r00035,Q15,G2,Others
r00035,Q12,G6,Others
r00035,Q26,G2,Others
r00035,Q28,G6,Others
r00035,Q18,G4,Others
r00035,Q10,G4,Others
r00035,Q9,G1,No
r00035,Q6,G1,N/A
r00035,Q8,G3,No
r00035,Q40,G1,No
r00035,Q11,G1,Maybe
r00035,Q41,G2,Maybe
r00035,Q37,,No
r00035,Q3,G5,Maybe
r00035,Q1,G2,No
r00035,Q16,,No
r00035,Q35,G6,No
r00035,Q25,,No
r00035,Q4,,Others
r00035,Q23,G2,No
r00035,Q19,G2,Others
r00035,Q31,G2,Yes
r00035,Q33,G3,Yes
r00035,Q14,G5,Maybe
r00035,Q32,G3,No
r00035,Q38,G3,Others
r00035,Q13,G4,N/A
r00035,Q27,G4,N/A
r00036,Q34,G1,Yes
r00036,Q42,G1,N/A
r00036,Q20,G3,No
r00036,Q39,G1,Yes
r00036,Q5,G1,Yes
r00036,Q22,G4,Yes
r00036,Q17,G2,No
r00036,Q24,,No
r00036,Q29,G5,Yes
r00036,Q21,G2,Maybe
r00036,Q36,,Yes
r00036,Q30,G3,No
r00036,Q7,G1,Others
r00036,Q2,G1,Others
r00036,Q15,G2,Others
r00036,Q12,G6,Others
r00036,Q26,G2,Others
r00036,Q28,G6,Others
r00036,Q18,G4,Others
r00036,Q10,G4,Others
r00036,Q9,G1,Maybe
r00036,Q6,G1,Maybe
r00036,Q8,G3,Maybe
r00036,Q40,G1,Maybe
r00036,Q11,G1,N/A
r00036,Q41,G2,Maybe
r00036,Q37,,Maybe
r00036,Q3,G5,Maybe
r00036,Q1,G2,Maybe
r00036,Q16,,Maybe
r00036,Q35,G6,Maybe
r00036,Q25,,Yes
r00036,Q4,,Others
r00036,Q23,G2,Yes
r00036,Q19,G2,Others
r00036,Q31,G2,Maybe
r00036,Q33,G3,Maybe
r00036,Q14,G5,Maybe
r00036,Q32,G3,Yes
r00036,Q38,G3,No
r00036,Q13,G4,Maybe
r00036,Q27,G4,Often
r00037,Q34,G1,No
r00037,Q42,G1,Yes
r00037,Q20,G3,No
r00037,Q39,G1,No
r00037,Q5,G1,N/A
r00037,Q22,G4,Maybe
r00037,Q17,G2,No
r00037,Q24,,No
r00037,Q29,G5,Yes
r00037,Q21,G2,Yes
r00037,Q36,,Yes
r00037,Q30,G3,No
r00037,Q7,G1,Others
r00037,Q2,G1,Others
r00037,Q15,G2,Others
r00037,Q12,G6,Others
r00037,Q26,G2,Others
r00037,Q28,G6,Others
r00037,Q18,G4,Others
r00037,Q10,G4,Others
r00037,Q9,G1,No
r00037,Q6,G1,Yes
r00037,Q8,G3,No
r00037,Q40,G1,No
r00037,Q11,G1,No
r00037,Q41,G2,Maybe
r00037,Q37,,No
r00037,Q3,G5,Maybe
r00037,Q1,G2,Maybe
r00037,Q16,,No
r00037,Q35,G6,Yes
r00037,Q25,,Maybe
r00037,Q4,,Others
r00037,Q23,G2,Maybe
r00037,Q19,G2,Others
r00037,Q31,G2,Maybe
r00037,Q33,G3,Yes
r00037,Q14,G5,Maybe
r00037,Q32,G3,Yes
r00037,Q38,G3,Yes
r00037,Q13,G4,No
r00037,Q27,G4,Maybe
r00038,Q34,G1,No
r00038,Q42,G1,N/A
r00038,Q20,G3,Yes
r00038,Q39,G1,No
r00038,Q5,G1,N/A
r00038,Q22,G4,Maybe
r00038,Q17,G2,No
r00038,Q24,,No
r00038,Q29,G5,Maybe
r00038,Q21,G2,Yes
r00038,Q36,,N/A
r00038,Q30,G3,No
r00038,Q7,G1,Others
r00038,Q2,G1,Others
r00038,Q15,G2,Others
r00038,Q12,G6,Others
r00038,Q26,G2,Others
r00038,Q28,G6,Others
r00038,Q18,G4,Others
r00038,Q10,G4,Others
r00038,Q9,G1,No
r00038,Q6,G1,N/A
r00038,Q8,G3,No
r00038,Q40,G1,No
r00038,Q11,G1,N/A
r00038,Q41,G2,N/A
r00038,Q37,,No
r00038,Q3,G5,Maybe
r00038,Q1,G2,Maybe
r00038,Q16,,Maybe
r00038,Q35,G6,No
r00038,Q25,,Yes
r00038,Q4,,Others
r00038,Q23,G2,Maybe
r00038,Q19,G2,Others
r00038,Q31,G2,Maybe
r00038,Q33,G3,No
r00038,Q14,G5,Yes
r00038,Q32,G3,No
r00038,Q38,G3,Others
r00038,Q13,G4,Rare
r00038,Q27,G4,Maybe
r00039,Q34,G1,Yes
r00039,Q42,G1,Yes
r00039,Q20,G3,N/A
r00039,Q39,G1,N/A
r00039,Q5,G1,N/A
r00039,Q22,G4,Neutral
r00039,Q17,G2,Maybe
r00039,Q24,,No
r00039,Q29,G5,Yes
r00039,Q21,G2,Yes
r00039,Q36,,N/A
r00039,Q30,G3,Yes
r00039,Q7,G1,Others
r00039,Q2,G1,Others
r00039,Q15,G2,Others
r00039,Q12,G6,Others
r00039,Q26,G2,Others
r00039,Q28,G6,Others
r00039,Q18,G4,Others
r00039,Q10,G4,Others
r00039,Q9,G1,Maybe
r00039,Q6,G1,No
r00039,Q8,G3,No
r00039,Q40,G1,Maybe
r00039,Q11,G1,N/A
r00039,Q41,G2,Maybe
r00039,Q37,,Maybe
r00039,Q3,G5,Yes
r00039,Q1,G2,Yes
r00039,Q16,,N/A
r00039,Q35,G6,Maybe
r00039,Q25,,Yes
r00039,Q4,,Others
r00039,Q23,G2,Yes
r00039,Q19,G2,Others
r00039,Q31,G2,Maybe
r00039,Q33,G3,Maybe
r00039,Q14,G5,Yes
r00039,Q32,G3,Yes
r00039,Q38,G3,No
r00039,Q13,G4,N/A
r00039,Q27,G4,N/A
r00040,Q34,G1,Others
r00040,Q42,G1,Others
r00040,Q20,G3,Others
r00040,Q39,G1,Others
r00040,Q5,G1,Others
r00040,Q22,G4,Others
r00040,Q17,G2,Others
r00040,Q24,,Others
r00040,Q29,G5,Others
r00040,Q21,G2,Others
r00040,Q36,,Others
r00040,Q30,G3,Others
r00040,Q7,G1,Yes
r00040,Q2,G1,Maybe
r00040,Q15,G2,No
r00040,Q12,G6,Yes
r00040,Q26,G2,Maybe
r00040,Q28,G6,N/A
r00040,Q18,G4,Yes
r00040,Q10,G4,Maybe
r00040,Q9,G1,Yes
r00040,Q6,G1,No
r00040,Q8,G3,No
r00040,Q40,G1,Maybe
r00040,Q11,G1,Yes
r00040,Q41,G2,Maybe
r00040,Q37,,Maybe
r00040,Q3,G5,Yes
r00040,Q1,G2,Maybe
r00040,Q16,,No
r00040,Q35,G6,Maybe
r00040,Q25,,Maybe
r00040,Q4,,Others
r00040,Q23,G2,No
r00040,Q19,G2,Others
r00040,Q31,G2,Yes
r00040,Q33,G3,No
r00040,Q14,G5,Maybe
r00040,Q32,G3,Yes
r00040,Q38,G3,Maybe
r00040,Q13,G4,Rare
r00040,Q27,G4,Maybe
r00041,Q34,G1,Yes
r00041,Q42,G1,N/A
r00041,Q20,G3,No
r00041,Q39,G1,N/A
r00041,Q5,G1,Yes
r00041,Q22,G4,Maybe
r00041,Q17,G2,No
r00041,Q24,,No
r00041,Q29,G5,Maybe
r00041,Q21,G2,Yes
r00041,Q36,,No
r00041,Q30,G3,No
r00041,Q7,G1,Others
r00041,Q2,G1,Others
r00041,Q15,G2,Others
r00041,Q12,G6,Others
r00041,Q26,G2,Others
r00041,Q28,G6,Others
r00041,Q18,G4,Others
r00041,Q10,G4,Others
r00041,Q9,G1,Maybe
r00041,Q6,G1,Maybe
r00041,Q8,G3,Maybe
r00041,Q40,G1,Maybe
r00041,Q11,G1,Yes
r00041,Q41,G2,Maybe
r00041,Q37,,No
r00041,Q3,G5,Maybe
r00041,Q1,G2,Maybe
r00041,Q16,,Maybe
r00041,Q35,G6,Maybe
r00041,Q25,,Maybe
r00041,Q4,,Others
r00041,Q23,G2,Maybe
r00041,Q19,G2,Others
r00041,Q31,G2,No
r00041,Q33,G3,No
r00041,Q14,G5,Maybe
r00041,Q32,G3,Maybe
r00041,Q38,G3,No
r00041,Q13,G4,Rare
r00041,Q27,G4,Maybe
r00042,Q34,G1,Yes
r00042,Q42,G1,N/A
r00042,Q20,G3,No
r00042,Q39,G1,No
r00042,Q5,G1,Yes
r00042,Q22,G4,Maybe
r00042,Q17,G2,Yes
r00042,Q24,,Maybe
r00042,Q29,G5,Yes
r00042,Q21,G2,Yes
r00042,Q36,,No
r00042,Q30,G3,No
r00042,Q7,G1,Others
r00042,Q2,G1,Others
r00042,Q15,G2,Others
r00042,Q12,G6,Others
r00042,Q26,G2,Others
r00042,Q28,G6,Others
r00042,Q18,G4,Others
r00042,Q10,G4,Others
r00042,Q9,G1,Maybe
r00042,Q6,G1,No
r00042,Q8,G3,No
r00042,Q40,G1,Maybe
r00042,Q11,G1,N/A
r00042,Q41,G2,Maybe
r00042,Q37,,No
r00042,Q3,G5,Yes
r00042,Q1,G2,Yes
r00042,Q16,,No
r00042,Q35,G6,No
r00042,Q25,,Maybe
r00042,Q4,,Others
r00042,Q23,G2,No
r00042,Q19,G2,Others
r00042,Q31,G2,Maybe
r00042,Q33,G3,Maybe
r00042,Q14,G5,Yes
r00042,Q32,G3,Maybe
r00042,Q38,G3,No
r00042,Q13,G4,Often
r00042,Q27,G4,Often
r00043,Q34,G1,Others
r00043,Q42,G1,Others
r00043,Q20,G3,Others
r00043,Q39,G1,Others
r00043,Q5,G1,Others
r00043,Q22,G4,Others
r00043,Q17,G2,Others
r00043,Q24,,Others
r00043,Q29,G5,Others
r00043,Q21,G2,Others
r00043,Q36,,Others
r00043,Q30,G3,Others
r00043,Q7,G1,Yes
r00043,Q2,G1,Maybe
r00043,Q15,G2,No
r00043,Q12,G6,N/A
r00043,Q26,G2,Maybe
r00043,Q28,G6,No
r00043,Q18,G4,Yes
r00043,Q10,G4,Often
r00043,Q9,G1,No
r00043,Q6,G1,N/A
r00043,Q8,G3,No
r00043,Q40,G1,No
r00043,Q11,G1,N/A
r00043,Q41,G2,Maybe
r00043,Q37,,No
r00043,Q3,G5,Maybe
r00043,Q1,G2,Maybe
r00043,Q16,,Maybe
r00043,Q35,G6,Maybe
r00043,Q25,,Yes
r00043,Q4,,Others
r00043,Q23,G2,No
r00043,Q19,G2,Others
r00043,Q31,G2,Yes
r00043,Q33,G3,No
r00043,Q14,G5,Maybe
r00043,Q32,G3,Yes
r00043,Q38,G3,No
r00043,Q13,G4,Maybe
r00043,Q27,G4,Often
r00044,Q34,G1,No
r00044,Q42,G1,N/A
r00044,Q20,G3,No
r00044,Q39,G1,No
r00044,Q5,G1,No
r00044,Q22,G4,Maybe
r00044,Q17,G2,Maybe
r00044,Q24,,No
r00044,Q29,G5,No
r00044,Q21,G2,No
r00044,Q36,,No
r00044,Q30,G3,No
r00044,Q7,G1,Others
r00044,Q2,G1,Others
r00044,Q15,G2,Others
r00044,Q12,G6,Others
r00044,Q26,G2,Others
r00044,Q28,G6,Others
r00044,Q18,G4,Others
r00044,Q10,G4,Others
r00044,Q9,G1,No
r00044,Q6,G1,N/A
r00044,Q8,G3,No
r00044,Q40,G1,No
r00044,Q11,G1,No
r00044,Q41,G2,N/A
r00044,Q37,,No
r00044,Q3,G5,Maybe
r00044,Q1,G2,No
r00044,Q16,,No
r00044,Q35,G6,No
r00044,Q25,,No
r00044,Q4,,Others
r00044,Q23,G2,No
r00044,Q19,G2,Others
r00044,Q31,G2,Yes
r00044,Q33,G3,Yes
r00044,Q14,G5,Maybe
r00044,Q32,G3,No
r00044,Q38,G3,Others
r00044,Q13,G4,N/A
r00044,Q27,G4,N/A
r00045,Q34,G1,Yes
r00045,Q42,G1,Yes
r00045,Q20,G3,N/A
r00045,Q39,G1,Yes
r00045,Q5,G1,N/A
r00045,Q22,G4,Maybe
r00045,Q17,G2,Maybe
r00045,Q24,,Maybe
r00045,Q29,G5,Maybe
r00045,Q21,G2,Maybe
r00045,Q36,,No
r00045,Q30,G3,No
r00045,Q7,G1,Others
r00045,Q2,G1,Others
r00045,Q15,G2,Others
r00045,Q12,G6,Others
r00045,Q26,G2,Others
r00045,Q28,G6,Others
r00045,Q18,G4,Others
r00045,Q10,G4,Others
r00045,Q9,G1,No
r00045,Q6,G1,N/A
r00045,Q8,G3,No
r00045,Q40,G1,No
r00045,Q11,G1,No
r00045,Q41,G2,Yes
r00045,Q37,,Yes
r00045,Q3,G5,No
r00045,Q1,G2,No
r00045,Q16,,No
r00045,Q35,G6,Maybe
r00045,Q25,,No
r00045,Q4,,Others
r00045,Q23,G2,No
r00045,Q19,G2,Others
r00045,Q31,G2,Yes
r00045,Q33,G3,Yes
r00045,Q14,G5,Maybe
r00045,Q32,G3,Yes
r00045,Q38,G3,Yes
r00045,Q13,G4,Maybe
r00045,Q27,G4,Often
r00046,Q34,G1,Others
r00046,Q42,G1,Others
r00046,Q20,G3,Others
r00046,Q39,G1,Others
r00046,Q5,G1,Others
r00046,Q22,G4,Others
r00046,Q17,G2,Others
r00046,Q24,,Others
r00046,Q29,G5,Others
r00046,Q21,G2,Others
r00046,Q36,,Others
r00046,Q30,G3,Others
r00046,Q7,G1,Yes
r00046,Q2,G1,Maybe
r00046,Q15,G2,Maybe
r00046,Q12,G6,N/A
r00046,Q26,G2,Maybe
r00046,Q28,G6,N/A
r00046,Q18,G4,Yes
r00046,Q10,G4,Rare
r00046,Q9,G1,Maybe
r00046,Q6,G1,Maybe
r00046,Q8,G3,Maybe
r00046,Q40,G1,Maybe
r00046,Q11,G1,Maybe
r00046,Q41,G2,Maybe
r00046,Q37,,Maybe
r00046,Q3,G5,Yes
r00046,Q1,G2,Maybe
r00046,Q16,,N/A
r00046,Q35,G6,Maybe
r00046,Q25,,Yes
r00046,Q4,,Others
r00046,Q23,G2,Maybe
r00046,Q19,G2,Others
r00046,Q31,G2,No
r00046,Q33,G3,Maybe
r00046,Q14,G5,Yes
r00046,Q32,G3,Yes
r00046,Q38,G3,No
r00046,Q13,G4,Rare
r00046,Q27,G4,Often
r00047,Q34,G1,N/A
r00047,Q42,G1,No
